,id,holeid,from,to,Au,Pb,Fe,Mo,Cu,S,Zn,label,interval_length
853,A06347,SOLVE044,191,201.0,0.028,275.2,62180.0,4.0,7.2,1610.0,70.2,distal,10.0
854,A06465,SOLVE044,201,211.0,0.026,145.2,55060.0,4.8,4.4,5674.0,69.4,distal,10.0
855,A07122,SOLVE044,211,221.0,0.016,84.2,58480.0,3.6,7.2,17434.0,40.0,distal,10.0
856,A07772,SOLVE044,221,231.0,0.009,125.6,54440.0,4.0,3.6,648.0,61.8,distal,10.0
857,A04741,SOLVE044,231,241.0,0.07,5.1,47680.0,2.8,1.0,412.0,77.6,distal,10.0
858,A05569,SOLVE044,241,251.0,0.044,272.8,42980.0,8.8,2.8,662.0,67.6,distal,10.0
859,A06626,SOLVE044,251,261.0,0.023,110.0,64480.0,4.2,1.6,480.0,43.6,distal,10.0
860,A06343,SOLVE044,261,271.0,0.028,121.0,62240.0,7.4,1.0,518.0,39.6,distal,10.0
861,A06833,SOLVE044,271,281.0,0.02,272.0,58940.0,4.6,1.6,612.0,44.8,distal,10.0
862,A06831,SOLVE044,281,291.0,0.02,128.6,32560.0,12.2,4.4,862.0,76.6,distal,10.0
863,A06585,SOLVE044,291,301.0,0.024,425.2,46800.0,21.8,3.6,710.0,63.2,distal,10.0
864,A05936,SOLVE044,301,311.0,0.036,109.6,49400.0,6.6,1.0,534.0,76.0,distal,10.0
865,A06041,SOLVE044,311,321.0,0.034,231.4,54100.0,10.6,7.4,4516.0,66.4,distal,10.0
866,A06459,SOLVE044,321,331.0,0.026,410.0,57440.0,20.0,5.2,260.0,36.6,distal,10.0
867,A06151,SOLVE044,331,341.0,0.032,331.0,65360.0,11.8,1.6,76.0,36.2,distal,10.0
868,A06967,SOLVE044,341,351.0,0.018,173.0,56020.0,3.6,1.0,50.0,32.6,distal,10.0
869,A06581,SOLVE044,351,361.0,0.024,482.6,48400.0,7.8,5.2,530.0,34.2,distal,10.0
870,A06455,SOLVE044,361,371.0,0.026,1002.0,49020.0,20.8,9.8,1165.0,42.2,distal,10.0
871,A06823,SOLVE044,371,381.0,0.02,722.0,76700.0,9.8,4.0,469.0,45.0,distal,10.0
872,A07355,SOLVE044,381,391.0,0.013,645.8,74840.0,7.0,8.0,1760.0,52.2,distal,10.0
873,A06339,SOLVE044,391,401.0,0.028,1248.0,60940.0,30.2,9.8,5240.0,42.4,distal,10.0
874,A05933,SOLVE044,401,411.0,0.036,908.0,50120.0,16.0,7.2,1860.0,43.4,distal,10.0
875,A07032,SOLVE044,411,421.0,0.017,563.0,58720.0,14.4,3.8,1832.0,51.2,distal,10.0
877,A05293,SOLVE044,431,441.0,0.051,426.4,43680.0,20.2,2.8,6340.0,49.6,distal,10.0
878,A03989,SOLVE044,441,451.0,0.106,93.2,31300.0,37.8,1.6,8060.0,61.6,distal,10.0
879,A07351,SOLVE044,451,461.0,0.013,54.0,28680.0,52.2,2.0,13370.0,42.8,distal,10.0
880,A06694,SOLVE044,461,471.0,0.022,192.0,35900.0,42.8,1.6,8320.0,52.8,distal,10.0
881,A07999,SOLVE044,471,481.0,0.007,155.8,34120.0,6.2,1.0,4930.0,52.0,distal,10.0
882,A07751,SOLVE044,481,491.0,0.009,77.4,37300.0,4.0,1.0,3200.0,39.0,distal,10.0
883,A06278,SOLVE044,491,501.0,0.029,72.4,40300.0,5.4,1.6,9170.0,67.6,proximal,10.0
884,A06622,SOLVE044,501,511.0,0.023,82.6,32900.0,5.6,21.0,9600.0,104.6,proximal,10.0
885,A07192,SOLVE044,511,521.0,0.015,83.6,27340.0,3.0,1.0,4380.0,60.8,proximal,10.0
886,A05921,SOLVE044,521,531.0,0.036,307.0,51260.0,7.0,1.0,3066.0,51.2,proximal,10.0
887,A06689,SOLVE044,531,541.0,0.022,183.4,43760.0,6.8,3.6,804.0,46.0,proximal,10.0
888,A08491,SOLVE044,541,551.0,0.0025,218.6,52780.0,4.8,1.6,131.0,46.0,proximal,10.0
889,A06441,SOLVE044,551,561.0,0.026,169.0,51840.0,12.4,5.8,8646.0,74.6,proximal,10.0
890,A07183,SOLVE044,561,571.0,0.015,196.6,44440.0,6.8,1.0,1590.0,62.0,proximal,10.0
891,A07264,SOLVE044,571,581.0,0.014,238.0,41240.0,11.2,5.0,6500.0,71.2,proximal,10.0
892,A06949,SOLVE044,581,591.0,0.018,161.6,49920.0,15.2,1.0,84.0,50.2,proximal,10.0
893,A06811,SOLVE044,591,601.0,0.02,237.0,59700.0,7.4,1.0,85.0,27.8,proximal,10.0
894,A07178,SOLVE044,601,611.0,0.015,243.8,53160.0,5.2,1.0,230.0,28.2,proximal,10.0
895,A07978,SOLVE044,611,621.0,0.007,71.2,40720.0,5.0,1.0,542.0,29.0,proximal,10.0
896,A06433,SOLVE044,621,631.0,0.026,516.0,50180.0,14.2,1.0,3220.0,35.6,proximal,10.0
897,A07093,SOLVE044,631,641.0,0.016,259.0,51080.0,18.0,1.0,1635.0,45.0,proximal,10.0
898,A07427,SOLVE044,641,651.0,0.012,101.8,42840.0,12.8,2.0,540.0,46.4,proximal,10.0
899,A06668,SOLVE044,651,661.0,0.022,502.0,38960.0,26.4,2.8,1160.0,43.6,proximal,10.0
900,A06546,SOLVE044,661,671.0,0.024,271.8,47180.0,14.8,3.2,1830.0,23.6,proximal,10.0
901,A07089,SOLVE044,671,681.0,0.016,96.2,43600.0,4.2,2.6,2790.0,29.8,proximal,10.0
902,A06928,SOLVE044,681,691.0,0.018,116.0,32440.0,19.4,4.4,5300.0,53.8,proximal,10.0
903,A06797,SOLVE044,691,701.0,0.02,185.2,42540.0,14.0,4.0,2360.0,41.4,proximal,10.0
904,A06313,SOLVE044,701,711.0,0.028,351.0,51060.0,24.4,2.0,650.0,28.0,proximal,10.0
905,A05894,SOLVE044,711,721.0,0.036,598.5,56100.001,58.4,2.0,1324.0,34.4,proximal,10.0
906,A06410,SOLVE044,721,731.0,0.026,524.0,41780.0,56.8,2.2,964.0,44.8,proximal,10.0
907,A06207,SOLVE044,731,741.0,0.03,198.8,54200.0,16.0,1.6,470.0,36.4,proximal,10.0
908,A05705,SOLVE044,741,751.0,0.04,414.4,64760.0,20.6,3.8,966.0,43.6,proximal,10.0
911,A03936,SOLVE044,771,781.0,0.108,1546.0,75040.0,27.8,5.4,2210.0,45.0,proximal,10.0
913,A04775,SOLVE044,1551,1561.0,0.068,914.0,46000.0,11.4,6.0,9880.0,53.8,proximal,10.0
914,A05807,SOLVE044,1561,1571.0,0.038,512.0,46520.0,9.4,10.0,16580.0,64.0,proximal,10.0
915,A06111,SOLVE044,1571,1581.0,0.032,382.0,46860.0,10.2,14.0,22100.0,80.0,proximal,10.0
916,A04171,SOLVE044,1581,1591.0,0.096,660.0,46400.0,7.4,12.8,17940.0,74.0,proximal,10.0
917,A04895,SOLVE044,1591,1601.0,0.064,564.0,52380.0,5.6,18.4,24360.0,74.4,proximal,10.0
918,A05950,SOLVE044,1601,1611.0,0.035,317.0,44800.0,3.2,16.8,18840.0,85.8,proximal,10.0
919,A06611,SOLVE044,1611,1621.0,0.023,212.0,47300.0,5.8,19.2,14460.0,80.8,proximal,10.0
920,A05142,SOLVE044,1621,1631.0,0.056,409.0,52440.0,6.6,20.0,28880.0,63.8,proximal,10.0
921,A05221,SOLVE044,1631,1636.3,0.053962264,302.3584906,49400.0,2.622641509,19.50943396,18903.77358,64.90566038,proximal,5.2999999999999545
922,A04378,SOLVE045,151,161.0,0.086,1268.0,62940.0,1.0,6.8,21520.0,60.2,distal,10.0
923,A06246,SOLVE045,161,171.0,0.03,470.6,59760.0,1.6,13.8,4130.0,71.2,distal,10.0
924,A05038,SOLVE045,171,181.0,0.06,1048.0,39820.0,2.4,19.6,15020.0,65.4,distal,10.0
925,A05154,SOLVE045,181,191.0,0.056,161.4,52000.0,2.2,20.0,20240.0,30.8,distal,10.0
926,A04976,SOLVE045,191,201.0,0.062,163.8,44760.0,3.0,10.8,6430.0,23.8,distal,10.0
928,A05495,SOLVE045,221,231.0,0.046,274.0,66720.0,4.6,17.0,2920.0,49.4,distal,10.0
929,A05099,SOLVE045,231,241.0,0.058,530.0,67020.0,3.2,14.6,3840.0,7.0,distal,10.0
930,A05743,SOLVE045,241,251.0,0.04,418.0,57100.0,6.0,16.4,1930.0,17.0,distal,10.0
931,A05742,SOLVE045,251,261.0,0.04,185.8,37160.0,5.6,22.0,4612.0,19.6,distal,10.0
932,A06336,SOLVE045,261,271.0,0.028,173.2,56040.0,14.8,22.8,4520.0,35.8,distal,10.0
933,A06693,SOLVE045,271,281.0,0.022,233.6,58880.0,2.8,30.4,868.0,51.8,distal,10.0
934,A05835,SOLVE045,281,291.0,0.038,688.0,64860.0,11.0,19.6,256.0,37.0,distal,10.0
935,A06146,SOLVE045,291,301.0,0.032,618.6,45220.0,23.8,17.6,1104.0,37.2,distal,10.0
936,A05214,SOLVE045,301,311.0,0.054,666.0,64080.0,28.6,6.8,3271.0,51.4,distal,10.0
937,A05834,SOLVE045,311,321.0,0.038,563.0,66140.0,25.6,5.0,50.0,56.8,distal,10.0
938,A06144,SOLVE045,321,331.0,0.032,291.0,54740.0,6.0,4.4,4684.0,79.0,distal,10.0
939,A05096,SOLVE045,331,341.0,0.058,1064.0,67460.0,35.2,11.2,16340.0,93.2,distal,10.0
940,A06572,SOLVE045,341,351.0,0.024,290.0,62500.0,6.2,5.8,520.0,44.8,distal,10.0
941,A05762,SOLVE045,351,361.0,0.039,1129.0,59920.0,23.2,5.8,5154.0,55.0,proximal,10.0
942,A06448,SOLVE045,361,371.0,0.026,1004.0,56380.0,14.4,5.4,7680.0,68.6,proximal,10.0
943,A06142,SOLVE045,371,381.0,0.032,841.0,64420.0,16.8,6.2,1350.0,62.0,proximal,10.0
944,A04698,SOLVE045,381,391.0,0.072,1339.0,39520.0,16.4,5.6,9550.0,99.2,proximal,10.0
945,A05925,SOLVE045,391,401.0,0.036,387.0,73140.0,8.2,2.0,415.0,33.2,proximal,10.0
946,A06141,SOLVE045,401,411.0,0.032,374.0,71040.0,8.0,3.0,149.0,5.6,proximal,10.0
947,A06568,SOLVE045,411,421.0,0.024,233.4,68900.0,1.2,1.6,65.0,7.4,proximal,10.0
948,A06570,SOLVE045,421,431.0,0.024,624.0,76900.0,6.2,5.6,411.0,15.8,proximal,10.0
949,A05213,SOLVE045,431,441.0,0.054,2344.0,24380.0,122.0,11.8,5040.0,43.6,proximal,10.0
950,A05360,SOLVE045,441,451.0,0.05,1046.0,52260.0,29.4,11.2,2150.0,35.2,proximal,10.0
951,A05647,SOLVE045,451,461.0,0.042,568.0,65340.0,12.4,11.6,616.0,29.8,proximal,10.0
952,A06143,SOLVE045,461,471.0,0.032,452.0,55660.0,35.6,11.2,2540.0,29.6,proximal,10.0
953,A06567,SOLVE045,471,481.0,0.024,621.0,52660.0,61.6,36.2,892.0,32.2,proximal,10.0
954,A05830,SOLVE045,481,491.0,0.038,1092.0,45200.0,50.0,16.4,1367.0,33.2,proximal,10.0
955,A06957,SOLVE045,491,501.0,0.018,590.0,60700.0,13.0,7.0,1542.0,23.2,proximal,10.0
956,A06028,SOLVE045,501,511.0,0.034,476.0,62160.0,6.6,7.6,500.0,42.2,proximal,10.0
957,A06026,SOLVE045,511,521.0,0.034,742.0,61200.0,34.0,1.6,772.0,35.8,proximal,10.0
958,A07613,SOLVE045,521,531.0,0.01,256.0,54000.0,14.0,1.6,1476.0,25.4,proximal,10.0
959,A06025,SOLVE045,531,541.0,0.034,610.0,61800.0,13.4,1.6,491.0,27.6,proximal,10.0
960,A05735,SOLVE045,541,551.0,0.04,503.0,57580.0,24.8,2.0,627.0,41.4,proximal,10.0
961,A04694,SOLVE045,551,561.0,0.072,680.0,57480.0,18.6,1.0,1502.0,38.6,proximal,10.0
962,A05274,SOLVE045,561,571.0,0.052,1406.0,57080.0,24.4,7.6,3560.0,47.8,proximal,10.0
963,A06061,SOLVE045,571,581.0,0.033,816.0,48760.0,19.6,5.6,1084.0,48.0,proximal,10.0
964,A06271,SOLVE045,581,591.0,0.029,200.2,33160.0,16.2,2.2,978.0,26.0,proximal,10.0
965,A04175,SOLVE045,591,601.0,0.096,1114.0,33720.0,44.0,3.8,1123.0,35.8,proximal,10.0
966,A04691,SOLVE045,601,611.0,0.072,524.0,28660.0,21.0,2.0,331.0,28.6,proximal,10.0
967,A05819,SOLVE045,611,621.0,0.038,507.8,20770.0,92.8,5.2,661.0,29.4,proximal,10.0
968,A04211,SOLVE045,621,631.0,0.094,992.8,32840.0,53.8,6.0,834.0,31.6,proximal,10.0
969,A03018,SOLVE045,631,641.0,0.184,1350.0,56400.0,15.4,3.0,1010.0,31.8,proximal,10.0
970,A05632,SOLVE045,641,651.0,0.042,464.0,39160.0,35.6,2.2,698.0,31.0,proximal,10.0
971,A05268,SOLVE045,651,661.0,0.052,590.0,48300.0,47.4,2.6,126.0,40.0,proximal,10.0
972,A03656,SOLVE045,661,671.0,0.128,1392.0,54340.0,45.8,4.6,566.0,37.6,proximal,10.0
973,A05262,SOLVE045,671,681.0,0.052,710.0,57600.0,30.0,3.4,64.0,34.6,proximal,10.0
974,A03983,SOLVE045,681,691.0,0.106,1642.0,55320.0,52.8,1.6,856.0,35.6,proximal,10.0
975,A06923,SOLVE045,691,701.0,0.018,350.0,71220.0,23.4,1.6,69.0,39.2,proximal,10.0
976,A05335,SOLVE045,701,711.0,0.05,536.0,67560.0,22.0,2.0,55.0,38.4,proximal,10.0
977,A05225,SOLVE045,711,721.0,0.053,924.0,62720.0,29.2,2.6,396.0,33.0,proximal,10.0
978,A06203,SOLVE045,721,731.0,0.03,716.6,65860.0,15.0,3.4,339.0,43.0,proximal,10.0
979,A05329,SOLVE045,731,741.0,0.05,876.0,61700.0,16.6,2.0,940.0,48.6,proximal,10.0
980,A04592,SOLVE045,741,751.0,0.076,662.0,63960.0,10.2,4.0,710.0,41.8,proximal,10.0
982,A05066,SOLVE045,761,771.0,0.058,960.0,66180.0,48.4,2.8,1200.0,38.4,proximal,10.0
983,A03578,SOLVE045,771,781.0,0.134,1682.0,46800.0,17.6,2.0,1398.0,34.2,proximal,10.0
984,A04997,SOLVE045,791,801.0,0.06,814.0,48580.0,5.0,2.6,800.0,34.4,proximal,10.0
985,A02539,SOLVE045,1621,1631.0,0.242,378.8,28160.0,3.0,3.0,1472.0,17.2,proximal,10.0
986,A05460,SOLVE045,1631,1641.0,0.046,170.8,28200.0,3.0,3.0,622.0,16.6,proximal,10.0
987,A04418,SOLVE045,1641,1651.0,0.083,291.8,25740.0,7.4,3.0,638.0,14.4,proximal,10.0
988,A05070,SOLVE045,1651,1661.0,0.058,129.4,27640.0,3.0,3.0,366.0,14.6,proximal,10.0
989,A05700,SOLVE045,1661,1671.0,0.04,156.0,27280.0,3.0,3.0,2684.0,15.6,proximal,10.0
990,A05075,SOLVE045,1671,1681.0,0.058,145.8,24420.0,3.0,3.0,4292.0,14.8,proximal,10.0
991,A02961,SOLVE045,1681,1691.0,0.19,517.0,27680.0,3.0,3.0,2850.0,16.8,proximal,10.0
992,A05017,SOLVE045,1691,1701.0,0.06,251.4,28440.0,3.0,3.0,1580.0,17.0,proximal,10.0
993,A04888,SOLVE045,1701,1711.0,0.064,254.8,26520.0,3.0,3.0,502.0,17.4,proximal,10.0
994,A05892,SOLVE045,1711,1721.0,0.036,146.0,23440.0,3.0,3.0,270.0,15.8,proximal,10.0
995,A04894,SOLVE045,1721,1731.0,0.064,222.4,26180.0,3.0,3.0,320.0,15.8,proximal,10.0
996,A04283,SOLVE045,1731,1741.0,0.09,367.0,25780.0,3.0,3.0,450.0,15.6,proximal,10.0
997,A03017,SOLVE045,1741,1751.0,0.184,401.0,26980.0,3.0,3.0,1984.0,19.0,proximal,10.0
998,A04835,SOLVE045,1751,1761.0,0.066,222.6,29800.0,3.0,3.0,1010.0,16.4,proximal,10.0
999,A04902,SOLVE045,1761,1771.0,0.064,239.8,28800.0,3.0,3.0,390.0,16.4,proximal,10.0
1000,A03705,SOLVE045,1771,1781.0,0.123,452.2,31180.0,3.0,3.0,548.0,17.6,proximal,10.0
1001,A05952,SOLVE045,1781,1791.0,0.035,266.4,27060.0,3.4,3.0,502.0,16.6,proximal,10.0
1002,A04220,SOLVE045,1791,1801.0,0.093,116.8,28420.0,3.4,3.0,236.0,17.2,proximal,10.0
1003,A03242,SOLVE045,1801,1811.0,0.162,123.6,29940.0,3.0,3.0,250.0,15.8,proximal,10.0
1004,A05589,SOLVE045,1811,1821.0,0.043,124.6,27600.0,3.4,3.0,492.0,16.0,proximal,10.0
1005,A04759,SOLVE046,421,431.0,0.068,1662.8,49160.0,50.0,3.0,1680.0,27.2,proximal,10.0
1006,A05386,SOLVE046,431,441.0,0.048,1072.2,51780.0,35.0,3.0,876.0,28.6,proximal,10.0
1007,A05529,SOLVE046,441,451.0,0.044,737.6,55700.0,42.4,3.0,4686.0,32.8,proximal,10.0
1008,A05232,SOLVE046,451,457.6,0.052121212,1347.272727,26169.69697,13.75757576,3.0,6270.909091,22.87878788,proximal,6.600000000000023
1010,A06003,SOLVE048,261,271.0,0.034,1075.4,35800.0,30.8,12.0,4540.0,33.0,proximal,10.0
1011,A07839,SOLVE048,271,281.0,0.008,491.4,50340.0,19.0,8.6,1448.0,30.8,proximal,10.0
1012,A05086,SOLVE048,281,291.0,0.058,1940.4,48320.0,44.0,18.8,7046.0,48.0,proximal,10.0
1014,A04956,SOLVE048,311,321.0,0.062,1193.0,27000.0,39.0,10.0,2860.0,31.2,proximal,10.0
1015,A04838,SOLVE048,321,331.0,0.066,926.6,42460.0,39.4,10.0,4968.0,39.6,proximal,10.0
1016,A04600,SOLVE048,331,341.0,0.076,831.4,51640.0,10.2,10.8,7584.0,42.8,proximal,10.0
1017,A04511,SOLVE048,341,351.0,0.08,309.6,50680.0,3.0,8.0,134.0,45.2,proximal,10.0
1018,A04840,SOLVE048,351,361.0,0.066,311.8,50180.0,3.0,6.4,120.0,36.8,proximal,10.0
1019,A05555,SOLVE048,361,371.0,0.044,185.0,42340.0,3.0,7.2,88.0,34.0,proximal,10.0
1020,A05030,SOLVE048,371,381.0,0.06,2272.4,61540.0,4.0,13.4,1316.0,52.0,proximal,10.0
1021,A04455,SOLVE048,381,391.0,0.082,2157.4,49380.0,22.2,15.2,4804.0,66.0,proximal,10.0
1022,A04574,SOLVE052,411,421.0,0.076,1636.0,57380.0,57.4,12.2,1808.0,37.8,proximal,10.0
1023,A04149,SOLVE052,421,431.0,0.097,2375.6,53980.0,50.4,13.2,2878.0,35.6,proximal,10.0
1024,A05461,SOLVE052,431,441.0,0.046,1514.6,54920.0,18.6,13.8,2394.0,30.4,proximal,10.0
1025,A04980,SOLVE052,441,451.0,0.061,1618.8,54260.0,49.2,35.4,6670.0,84.8,proximal,10.0
1026,A07576,SOLVE052,451,461.0,0.01,1158.0,56200.0,29.2,13.8,1450.0,51.2,proximal,10.0
1027,A07820,SOLVE052,461,471.0,0.008,783.6,58420.0,7.4,9.6,316.0,34.0,proximal,10.0
1028,A07156,SOLVE052,471,481.0,0.015,955.0,58500.0,8.4,14.8,4266.0,73.2,proximal,10.0
1029,A05707,SOLVE052,481,491.0,0.04,1895.0,58820.0,19.8,14.6,5908.0,59.8,proximal,10.0
1030,A06537,SOLVE052,491,501.0,0.024,811.2,61720.0,22.4,3.0,1026.0,26.6,proximal,10.0
1031,A04468,SOLVE052,501,511.0,0.081,962.8,57380.0,22.2,5.6,5472.0,27.2,proximal,10.0
1032,A03584,SOLVE052,511,521.0,0.134,1845.4,59360.0,34.8,15.8,8374.0,203.2,proximal,10.0
1033,A05202,SOLVE052,521,531.0,0.054,1186.6,38980.0,13.6,6.4,2224.0,35.8,proximal,10.0
1035,A02742,SOLVE052,541,547.4,0.214375,1005.9375,49862.5,10.4375,14.625,8765.625,79.875,proximal,6.399999999999977
1036,A08152,SOLVE055,301,311.0,0.006,25.8,35460.0,3.0,8.4,17190.0,82.0,proximal,10.0
1037,A04998,SOLVE056,421,431.0,0.06,1315.4,46780.0,72.8,3.4,806.0,29.8,proximal,10.0
1038,A02740,SOLVE056,431,441.0,0.216,1982.0,54820.0,59.0,3.6,1576.0,25.8,proximal,10.0
1039,A05224,SOLVE056,441,451.0,0.053,1766.8,55180.0,120.4,3.0,1766.0,24.0,proximal,10.0
1040,A06196,SOLVE056,451,461.0,0.03,675.6,59780.0,31.2,3.6,1190.0,30.6,proximal,10.0
1041,A05695,SOLVE056,461,471.0,0.04,1019.4,55820.0,50.8,4.2,2238.0,33.2,proximal,10.0
1042,A05187,SOLVE056,471,481.0,0.054,1431.8,51180.0,44.4,4.0,1318.0,30.4,proximal,10.0
1043,A05327,SOLVE056,481,491.0,0.05,1723.8,56240.0,57.6,3.6,1906.0,33.4,proximal,10.0
1044,A04850,SOLVE057,611,616.4,0.065185185,1641.814815,68748.14815,77.07407407,8.296296296,1575.185185,36.25925926,proximal,5.399999999999977
1045,A06544,SOLVE064,371,381.0,0.024,95.2,33000.0,3.0,9.8,106.0,32.8,proximal,10.0
1046,A05266,SOLVE064,381,391.0,0.052,133.8,42940.0,3.0,8.2,346.0,34.4,proximal,10.0
1047,A05025,SOLVE064,391,401.0,0.06,1781.6,47700.0,8.8,15.4,3910.0,46.0,proximal,10.0
1048,A04553,SOLVE064,401,411.0,0.078,2215.0,43420.0,33.0,14.8,4046.0,51.8,proximal,10.0
1049,A03731,SOLVE064,411,421.0,0.122,520.6,41740.0,3.8,34.4,2142.0,54.2,proximal,10.0
1050,A05338,SOLVE064,421,431.0,0.05,325.2,39120.0,3.0,10.2,226.0,36.8,proximal,10.0
1051,A06215,SOLVE064,431,441.0,0.03,2150.8,25020.0,3.0,3.8,764.0,24.8,proximal,10.0
1052,A06114,SOLVE064,441,451.0,0.032,1045.6,40780.0,3.0,3.0,326.0,25.4,proximal,10.0
1053,A04950,SOLVE064,451,461.0,0.062,319.4,52340.0,3.0,3.0,66.0,28.2,proximal,10.0
1054,A05204,SOLVE064,461,471.0,0.054,347.8,53460.0,3.0,3.0,74.0,43.2,proximal,10.0
1055,A04688,SOLVE064,471,481.0,0.072,797.4,56100.0,3.8,8.2,1967.0,52.2,proximal,10.0
1056,A05267,SOLVE064,481,491.0,0.052,83.6,43960.0,3.0,3.0,26.0,33.0,proximal,10.0
1057,A04648,SOLVE064,491,501.0,0.073,704.8,74860.0,21.8,6.8,39612.0,87.4,proximal,10.0
1058,A06008,SOLVE064,501,511.0,0.034,1847.8,57100.0,21.6,3.0,950.0,23.8,proximal,10.0
1059,A07328,SOLVE064,511,521.0,0.013,632.4,57780.0,9.2,3.0,1270.0,29.0,proximal,10.0
1060,A07084,SOLVE064,521,531.0,0.016,279.2,55900.0,7.8,3.0,962.0,29.8,proximal,10.0
1061,A04209,SOLVE064,531,541.0,0.094,1152.2,70580.0,22.4,20.6,7874.0,175.2,proximal,10.0
1062,A04780,SOLVE064,541,551.0,0.068,283.2,58360.0,4.8,15.4,180.0,60.6,proximal,10.0
1063,A04330,SOLVE064,551,561.0,0.088,127.8,57160.0,3.0,13.8,72.0,46.4,proximal,10.0
1064,A03453,SOLVE064,561,571.0,0.144,2556.0,50600.0,5.0,13.6,808.0,48.8,proximal,10.0
1065,A06056,SOLVE064,571,581.0,0.033,1422.6,40780.0,3.0,11.0,510.0,69.6,proximal,10.0
1066,A04899,SOLVE064,581,591.0,0.064,503.8,29560.0,3.0,9.0,178.0,48.0,proximal,10.0
1067,A05339,SOLVE064,591,601.0,0.05,250.4,23920.0,3.0,9.4,76.0,36.8,proximal,10.0
1068,A07243,SOLVE064,601,611.0,0.014,66.2,19440.0,3.0,5.2,32.0,35.6,proximal,10.0
1069,A04451,SOLVE064,611,621.0,0.082,2128.2,64160.0,4.4,12.6,552.0,46.2,proximal,10.0
1070,A06318,SOLVE064,621,631.0,0.028,81.8,36460.0,3.0,10.8,44.0,42.6,proximal,10.0
1071,A05141,SOLVE064,631,641.0,0.056,952.2,56560.0,3.0,12.6,286.0,40.6,proximal,10.0
1072,A06316,SOLVE064,641,651.0,0.028,2070.0,50040.0,6.8,11.6,2348.0,42.4,proximal,10.0
1073,A07081,SOLVE064,651,661.0,0.016,841.8,46900.0,8.6,9.6,4594.0,56.2,proximal,10.0
1074,A06005,SOLVE064,661,671.0,0.034,1448.8,53740.0,8.8,13.0,6242.0,42.6,proximal,10.0
1076,A04635,SOLVE064,681,691.0,0.074,1274.6,57700.0,5.6,15.2,1278.0,48.4,proximal,10.0
1077,A04284,SOLVE064,691,701.0,0.09,799.0,66020.0,3.0,14.6,644.0,36.0,proximal,10.0
1078,A05024,SOLVE064,701,711.0,0.06,1968.0,71780.0,22.6,17.0,1716.0,35.0,proximal,10.0
1079,A04729,SOLVE064,711,721.0,0.07,1215.2,55340.0,5.8,3.0,812.0,40.4,proximal,10.0
1080,A03877,SOLVE064,721,731.0,0.112,2217.0,59100.0,5.8,3.6,1356.0,36.8,proximal,10.0
1081,A04687,SOLVE064,731,741.0,0.072,1780.2,53440.0,8.2,5.2,2548.0,63.6,proximal,10.0
1082,A03985,SOLVE064,741,751.0,0.106,1621.6,64900.0,10.0,6.0,1496.0,34.8,proximal,10.0
1083,A05626,SOLVE064,751,761.0,0.042,1191.8,66920.0,4.4,3.4,512.0,29.8,proximal,10.0
1084,A05811,SOLVE064,761,771.0,0.038,1216.2,68900.0,4.6,19.4,5968.0,71.2,proximal,10.0
1085,A06213,SOLVE064,771,781.0,0.03,640.8,64620.0,4.6,6.0,858.0,47.6,proximal,10.0
1086,A06542,SOLVE064,781,791.0,0.024,583.6,55620.0,6.4,7.8,848.0,46.2,proximal,10.0
1087,A05808,SOLVE064,791,801.0,0.038,765.2,48520.0,3.6,4.0,770.0,38.2,proximal,10.0
1089,A04027,SOLVE064,811,821.0,0.104,2238.0,66280.0,8.0,10.8,4208.0,59.0,proximal,10.0
1090,A04686,SOLVE064,821,831.0,0.072,1740.8,57980.0,4.4,6.2,3154.0,48.4,proximal,10.0
1092,A05045,SOLVE064,841,851.0,0.059,845.6,57680.0,5.2,3.8,456.0,25.4,proximal,10.0
1093,A05758,SOLVE064,851,861.0,0.039,867.4,58300.0,13.8,4.0,700.0,35.6,proximal,10.0
1094,A03475,SOLVE064,861,871.0,0.142,1379.2,60880.0,16.6,18.6,9936.0,95.0,proximal,10.0
1095,A06605,SOLVE064,871,881.0,0.023,621.4,67680.0,3.0,10.2,294.0,20.8,proximal,10.0
1096,A06866,SOLVE064,881,891.0,0.019,569.4,64280.0,3.0,10.4,308.0,20.6,proximal,10.0
1099,A05194,SOLVE064,911,921.0,0.054,1228.2,37580.0,15.2,8.2,1844.0,32.2,proximal,10.0
1100,A04823,SOLVE064,921,931.0,0.066,1907.0,39100.0,3.8,10.4,4496.0,30.2,proximal,10.0
1101,A03727,SOLVE064,931,941.0,0.122,1938.6,41640.0,3.6,15.0,5122.0,48.4,proximal,10.0
1102,A03432,SOLVE064,941,951.0,0.146,1361.8,49460.0,3.4,10.0,3082.0,50.0,proximal,10.0
1103,A03726,SOLVE064,951,961.0,0.122,950.0,67860.0,3.0,9.2,668.0,22.8,proximal,10.0
1104,A04822,SOLVE064,961,971.0,0.066,777.2,75580.0,3.0,8.4,1706.0,29.8,proximal,10.0
1105,A03431,SOLVE064,971,981.0,0.146,1325.4,63460.0,5.4,9.4,3942.0,28.0,proximal,10.0
1106,A02839,SOLVE064,981,991.0,0.204,1177.8,60860.0,3.0,9.2,8590.0,33.4,proximal,10.0
1107,A03630,SOLVE064,991,1001.0,0.13,773.4,56300.0,3.0,9.8,970.0,27.2,proximal,10.0
1108,A03909,SOLVE064,1001,1011.0,0.11,704.2,61300.0,3.0,12.0,1032.0,32.4,proximal,10.0
