Unique_ID,holeid,from,to,As,Au,Pb,Fe,Mo,Cu,S,Zn,Class
A06003,SOLVE048,261,271,,0.034,1075.4,35800,30.8,12,4540,33,A
A07839,SOLVE048,271,281,,0.008,491.4,50340,19,8.6,1448,30.8,A
A05086,SOLVE048,281,291,,0.058,1940.4,48320,44,18.8,7046,48,A
A02443,SOLVE048,291,301,,0.254,1600.2,38460,20.6,196.8,9394,367.2,A
A03732,SOLVE048,301,311,,0.122,,72060,18.2,10.8,2314,34.6,A
A04956,SOLVE048,311,321,,0.062,1193,27000,39,10,2860,31.2,A
A04838,SOLVE048,321,331,,0.066,926.6,42460,39.4,10,4968,39.6,A
A04600,SOLVE048,331,341,,0.076,831.4,51640,10.2,10.8,7584,42.8,A
A04511,SOLVE048,341,351,,0.08,309.6,50680,3,8,134,45.2,A
A04840,SOLVE048,351,361,,0.066,311.8,50180,3,6.4,120,36.8,A
A05555,SOLVE048,361,371,,0.044,185,42340,3,7.2,88,34,A
A05030,SOLVE048,371,381,,0.06,2272.4,61540,4,13.4,1316,52,A
A04455,SOLVE048,381,391,,0.082,2157.4,49380,22.2,15.2,4804,66,A
A04574,SOLVE052,411,421,6.6,0.076,1636,57380,57.4,12.2,1808,37.8,A
A04149,SOLVE052,421,431,15.8,0.097,2375.6,53980,50.4,13.2,2878,35.6,A
A05461,SOLVE052,431,441,18.6,0.046,1514.6,54920,18.6,13.8,2394,30.4,A
A04980,SOLVE052,441,451,20.4,0.061,1618.8,54260,49.2,35.4,6670,84.8,A
A07576,SOLVE052,451,461,9,0.01,1158,56200,29.2,13.8,1450,51.2,A
A07820,SOLVE052,461,471,9.4,0.008,783.6,58420,7.4,9.6,316,34,A
A07156,SOLVE052,471,481,16.6,0.015,955,58500,8.4,14.8,4266,73.2,A
A05707,SOLVE052,481,491,12,0.04,1895,58820,19.8,14.6,5908,59.8,A
A06537,SOLVE052,491,501,,0.024,811.2,61720,22.4,3,1026,26.6,A
A04468,SOLVE052,501,511,,0.081,962.8,57380,22.2,5.6,5472,27.2,A
A03584,SOLVE052,511,521,,0.134,1845.4,59360,34.8,15.8,8374,203.2,A
A05202,SOLVE052,521,531,,0.054,1186.6,38980,13.6,6.4,2224,35.8,A
A01883,SOLVE052,531,541,,0.34,671.6,47400,14,201.8,5210,255.6,A
A02742,SOLVE052,541,547.4,,0.214375,1005.9375,49862.5,10.4375,14.625,8765.625,79.875,A
A08152,SOLVE055,301,311,37.4,0.006,25.8,35460,3,8.4,17190,82,A
A07386,SOLVE055,311,319.32,,,,,,,,,A
A04998,SOLVE056,421,431,1,0.06,1315.4,46780,72.8,3.4,806,29.8,A
A02740,SOLVE056,431,441,1,0.216,1982,54820,59,3.6,1576,25.8,A
A05224,SOLVE056,441,451,1.2,0.053,1766.8,55180,120.4,3,1766,24,A
A06196,SOLVE056,451,461,4.2,0.03,675.6,59780,31.2,3.6,1190,30.6,A
A05695,SOLVE056,461,471,1,0.04,1019.4,55820,50.8,4.2,2238,33.2,A
A05187,SOLVE056,471,481,1,0.054,1431.8,51180,44.4,4,1318,30.4,A
A05327,SOLVE056,481,491,1,0.05,1723.8,56240,57.6,3.6,1906,33.4,A
A04850,SOLVE057,611,616.4,12,0.065185185,1641.814815,68748.14815,77.07407407,8.296296296,1575.185185,36.25925926,A
A06544,SOLVE064,371,381,10,0.024,95.2,33000,3,9.8,106,32.8,A
A05266,SOLVE064,381,391,16.2,0.052,133.8,42940,3,8.2,346,34.4,A
A05025,SOLVE064,391,401,24.2,0.06,1781.6,47700,8.8,15.4,3910,46,A
A04553,SOLVE064,401,411,11.4,0.078,2215,43420,33,14.8,4046,51.8,A
A03731,SOLVE064,411,421,15.2,0.122,520.6,41740,3.8,34.4,2142,54.2,A
A05338,SOLVE064,421,431,2.8,0.05,325.2,39120,3,10.2,226,36.8,A
A06215,SOLVE064,431,441,1.2,0.03,2150.8,25020,3,3.8,764,24.8,A
A06114,SOLVE064,441,451,1,0.032,1045.6,40780,3,3,326,25.4,A
A04950,SOLVE064,451,461,1,0.062,319.4,52340,3,3,66,28.2,A
A05204,SOLVE064,461,471,1,0.054,347.8,53460,3,3,74,43.2,A
A04688,SOLVE064,471,481,2.2,0.072,797.4,56100,3.8,8.2,1967,52.2,A
A05267,SOLVE064,481,491,1,0.052,83.6,43960,3,3,26,33,A
A04648,SOLVE064,491,501,29.2,0.073,704.8,74860,21.8,6.8,39612,87.4,A
A06008,SOLVE064,501,511,1,0.034,1847.8,57100,21.6,3,950,23.8,A
A07328,SOLVE064,511,521,1,0.013,632.4,57780,9.2,3,1270,29,A
A07084,SOLVE064,521,531,5.2,0.016,279.2,55900,7.8,3,962,29.8,A
A04209,SOLVE064,531,541,31.2,0.094,1152.2,70580,22.4,20.6,7874,175.2,A
A04780,SOLVE064,541,551,8.6,0.068,283.2,58360,4.8,15.4,180,60.6,A
A04330,SOLVE064,551,561,4.2,0.088,127.8,57160,3,13.8,72,46.4,A
A03453,SOLVE064,561,571,8.8,0.144,2556,50600,5,13.6,808,48.8,A
A06056,SOLVE064,571,581,8.8,0.033,1422.6,40780,3,11,510,69.6,A
A04899,SOLVE064,581,591,2.4,0.064,503.8,29560,3,9,178,48,A
A05339,SOLVE064,591,601,5.6,0.05,250.4,23920,3,9.4,76,36.8,A
A07243,SOLVE064,601,611,12,0.014,66.2,19440,3,5.2,32,35.6,A
A04451,SOLVE064,611,621,7.8,0.082,2128.2,64160,4.4,12.6,552,46.2,A
A06318,SOLVE064,621,631,8.6,0.028,81.8,36460,3,10.8,44,42.6,A
A05141,SOLVE064,631,641,4.2,0.056,952.2,56560,3,12.6,286,40.6,A
A06316,SOLVE064,641,651,3.2,0.028,2070,50040,6.8,11.6,2348,42.4,A
A07081,SOLVE064,651,661,4.6,0.016,841.8,46900,8.6,9.6,4594,56.2,A
A06005,SOLVE064,661,671,6.6,0.034,1448.8,53740,8.8,13,6242,42.6,A
A03292,SOLVE064,671,681,21.6,0.158,1950.8,63160,34.2,75.4,11818,683.6,A
A04635,SOLVE064,681,691,6.8,0.074,1274.6,57700,5.6,15.2,1278,48.4,A
A04284,SOLVE064,691,701,4,0.09,799,66020,3,14.6,644,36,A
A05024,SOLVE064,701,711,6.2,0.06,1968,71780,22.6,17,1716,35,A
A04729,SOLVE064,711,721,2.4,0.07,1215.2,55340,5.8,3,812,40.4,A
A03877,SOLVE064,721,731,1.6,0.112,2217,59100,5.8,3.6,1356,36.8,A
A04687,SOLVE064,731,741,1.6,0.072,1780.2,53440,8.2,5.2,2548,63.6,A
A03985,SOLVE064,741,751,1.8,0.106,1621.6,64900,10,6,1496,34.8,A
A05626,SOLVE064,751,761,1.6,0.042,1191.8,66920,4.4,3.4,512,29.8,A
A05811,SOLVE064,761,771,3.2,0.038,1216.2,68900,4.6,19.4,5968,71.2,A
A06213,SOLVE064,771,781,2.2,0.03,640.8,64620,4.6,6,858,47.6,A
A06542,SOLVE064,781,791,2.8,0.024,583.6,55620,6.4,7.8,848,46.2,A
A05808,SOLVE064,791,801,3,0.038,765.2,48520,3.6,4,770,38.2,A
A04204,SOLVE064,801,811,9.2,0.094,7545.4,56260,13,16.2,16490,67,A
A04027,SOLVE064,811,821,5.8,0.104,2238,66280,8,10.8,4208,59,A
A04686,SOLVE064,821,831,6.8,0.072,1740.8,57980,4.4,6.2,3154,48.4,A
A03122,SOLVE064,831,841,14.8,0.174,1069.2,75880,3,131,12006,437.2,A
A05045,SOLVE064,841,851,1.2,0.059,845.6,57680,5.2,3.8,456,25.4,A
A05758,SOLVE064,851,861,2.4,0.039,867.4,58300,13.8,4,700,35.6,A
A03475,SOLVE064,861,871,26.6,0.142,1379.2,60880,16.6,18.6,9936,95,A
A06605,SOLVE064,871,881,1.4,0.023,621.4,67680,3,10.2,294,20.8,A
A06866,SOLVE064,881,891,1,0.019,569.4,64280,3,10.4,308,20.6,A
A04057,SOLVE064,891,901,1,0.102,5009.8,58800,16,11.2,4284,25.4,A
A03632,SOLVE064,901,911,1.4,0.13,4170,58640,9.6,9.6,3646,23.6,A
A05194,SOLVE064,911,921,1.6,0.054,1228.2,37580,15.2,8.2,1844,32.2,A
A04823,SOLVE064,921,931,1,0.066,1907,39100,3.8,10.4,4496,30.2,A
A03727,SOLVE064,931,941,1,0.122,1938.6,41640,3.6,15,5122,48.4,A
A03432,SOLVE064,941,951,1,0.146,1361.8,49460,3.4,10,3082,50,A
A03726,SOLVE064,951,961,2.6,0.122,950,67860,3,9.2,668,22.8,A
A04822,SOLVE064,961,971,1.2,0.066,777.2,75580,3,8.4,1706,29.8,A
A03431,SOLVE064,971,981,1,0.146,1325.4,63460,5.4,9.4,3942,28,A
A02839,SOLVE064,981,991,1,0.204,1177.8,60860,3,9.2,8590,33.4,A
A03630,SOLVE064,991,1001,2,0.13,773.4,56300,3,9.8,970,27.2,A
A03909,SOLVE064,1001,1011,2.6,0.11,704.2,61300,3,12,1032,32.4,A
A04021,SOLVE064,1011,1021,2.2,0.104,1175.4,55680,3,9.8,590,27.6,A
A02896,SOLVE064,1021,1031,1,0.198,1114,55260,3,,756,29.4,A
A04148,SOLVE064,1031,1041,1.8,0.097,906.6,60080,3,4,330,28.6,A
A02519,SOLVE064,1621,1631,2.4,0.244,2099.8,27600,15,36.8,3188,67,A
A03450,SOLVE064,1631,1641,1.6,0.144,1002.2,29140,3,3.4,808,20,A
A03579,SOLVE064,1641,1651,2.2,0.134,384.8,28320,3,27.2,722,40.4,A
A03289,SOLVE064,1651,1661,2.8,0.158,1212.6,30580,3,3.4,1598,30,A
A04406,SOLVE064,1661,1671,2.6,0.084,880,27920,3,3,812,26.2,A
A01068,SOLVE064,1671,1681,2.6,0.55,1256.2,31060,9.2,3.6,1542,29.4,A
A01972,SOLVE064,1681,1691,2.2,0.324,1256.2,32000,3,3.4,750,27,A
A03786,SOLVE064,1691,1701,2.8,0.118,1028.6,,3,3,780,29,A
A03728,SOLVE064,1701,1711,2.4,0.122,745.6,35660,3.8,3,1242,30.4,A
A03180,SOLVE064,1711,1721,3,0.168,529.4,30420,3,3,282,27,A
A03110,SOLVE064,1721,1731,3,0.176,590,32980,4.4,3,422,22,A
A02630,SOLVE064,1731,1741,6,0.23,589.2,31360,3,3.4,418,23.6,A
A04248,SOLVE064,1741,1751,3,0.092,562.8,33420,3,3,424,23.6,A
A02868,SOLVE064,1751,1761,3.4,0.202,1052.4,29320,3,3,1636,24.2,A
A03124,SOLVE064,1761,1771,3.4,0.174,1265.4,30880,3,3,1442,27.8,A
A04250,SOLVE064,1771,1781,3.6,0.092,778.8,32500,3,3,1196,26.2,A
A03879,SOLVE064,1781,1791,5.2,0.112,1044.8,31340,3,3,2718,29.6,A
A02047,SOLVE064,1791,1801,3,0.312,1007,35620,3,3,1078,26.4,A
A01901,SOLVE064,1801,1811,11,0.336,1040.8,37220,15.4,3,5060,32.8,A
A04290,SOLVE064,1811,1821,3.4,0.09,726.4,34060,3,3,1290,27.6,A
A02477,SOLVE064,1821,1831,2.4,0.25,795.8,33100,3,3,1664,28,A
A03243,SOLVE064,1831,1841,1.4,0.162,380.6,26420,3,3,736,20.8,A
A01358,SOLVE064,1841,1851,3.4,0.458,1469,39780,3,6.2,4852,34.6,A
A00836,SOLVE064,1851,1861,2.6,0.632,866.6,39940,3,6.4,3654,38.8,A
A02079,SOLVE064,1861,1871,4.4,0.308,1176,46180,3,8.2,4188,33,A
A04061,SOLVE064,1871,1881,2,0.102,546.4,42580,3,5.4,846,27.6,A
A02762,SOLVE064,1881,1891,4.4,0.214,790.8,39000,3,5.8,6702,25.8,A
A03587,SOLVE064,1891,1901,4.8,0.134,703.2,40640,3,6.8,926,30.4,A
A03001,SOLVE064,1901,1911,5.4,0.186,1231.6,39860,3,7.2,1868,34.8,A
A02608,SOLVE064,1911,1921,26.6,0.234,1259.6,39720,3,7.6,2686,30.8,A
A03478,SOLVE064,1921,1931,5.4,0.142,883.4,37240,3,6.4,1560,29.6,B
A03043,SOLVE064,1931,1941,3.4,0.182,891.8,38580,3,5.4,1860,26.2,B
A03044,SOLVE064,1941,1951,2.2,0.182,1089.2,38600,3,5.8,2334,26.4,B
A04177,SOLVE064,1951,1961,2.8,0.096,510.2,37400,3,4.6,3012,24.8,B
A03882,SOLVE064,1961,1971,4.8,0.112,574.6,31940,3,8.6,4750,25.4,B
A05284,SOLVE064,1971,1981,3.4,0.052,194.6,28220,3,5.4,698,15.2,B
A04412,SOLVE064,1981,1991,4.2,0.084,268.8,28700,3,3.8,770,16.8,B
A04847,SOLVE064,1991,2001,2.2,0.066,143,27120,3,4,836,14.6,B
A05101,SOLVE064,2001,2011,2.2,0.058,117.4,27180,3,4.8,540,16.6,B
A04145,SOLVE064,2011,2021,3.2,0.098,250.8,29360,3,3.8,1702,14.8,B
A04558,SOLVE064,2021,2031,1.6,0.078,194,29080,3,4.4,414,16.6,B
A04519,SOLVE064,2031,2041,5,0.08,203.4,30140,3,4.6,540,15.2,B
A04977,SOLVE064,2041,2051,3.8,0.062,142.8,28420,3,4.2,280,16.2,B
A04794,SOLVE064,2051,2061,1.8,0.068,185.4,30960,3,4.2,600,18.4,B
A05432,SOLVE064,2061,2071,2,0.048,125,28920,3,6.2,346,16.2,B
A06346,SOLVE064,2071,2081,1.8,0.028,66.8,28000,3,3.6,494,14.4,B
A06250,SOLVE064,2081,2091,3.4,0.03,62.2,26140,3,3,662,13,B
A08039,SOLVE064,2091,2101,2.8,0.007,37.6,29720,3,4.6,558,14.6,B
A06587,SOLVE064,2101,2111,1.2,0.024,107.6,26820,3,3.4,550,12.8,B
A06711,SOLVE064,2111,2121,2,0.022,88.2,29220,3,5.2,562,13.6,B
A06836,SOLVE064,2121,2131,3.8,0.02,102.2,28600,3,4.2,514,16.6,B
A05653,SOLVE064,2131,2141,3.4,0.042,174,27240,3,3.4,510,12.8,B
A04813,SOLVE066,501,511,6,0.066,1900,45520,236,3,4394,30.4,A
A05779,SOLVE066,511,521,5.6,0.038,1078,36140,160.4,21.2,1820,41.4,A
A05185,SOLVE066,521,531,6.4,0.054,1860.6,38300,43.4,3,2446,43,A
A05008,SOLVE066,531,541,7.4,0.06,802.4,45420,22,3,1438,35.8,A
A05880,SOLVE066,541,551,4,0.036,495,36620,176.6,3,2216,36.8,A
A03911,SOLVE066,551,561,39,0.11,693.8,45300,13.8,997,10396,1241.2,A
A05468,SOLVE066,561,571,4.8,0.046,986.6,53080,17.6,11.2,2232,49.6,A
A05799,SOLVE066,571,581,2.4,0.038,1823,38880,35.8,4.6,4722,45.4,A
A04246,SOLVE066,581,591,3.8,0.092,1143.4,51100,5.4,3.6,2446,44.4,A
A05198,SOLVE066,591,601,4,0.054,969,47940,8.2,3,960,32.6,A
A05080,SOLVE066,601,611,26.2,0.058,678.4,46560,23,40,11738,88.8,A
A06264,SOLVE066,611,621,5.2,0.029,537,45400,16.4,3,3828,28,A
A05713,SOLVE066,621,631,5.2,0.04,765.6,47100,38.8,3,550,25.6,A
A05711,SOLVE066,631,641,6.6,0.04,1197.4,56000,77.8,3,5102,30.6,A
A06407,SOLVE066,641,651,4.2,0.026,857.4,38460,20.6,3,1604,30.4,A
A05623,SOLVE066,651,661,14,0.042,1270.6,38740,36.4,4.8,2954,38.4,A
A06653,SOLVE066,661,671,9.6,0.022,668.6,47300,9,3,1254,39.8,A
A06306,SOLVE066,671,681,13,0.028,583,44460,14,7,3300,42.4,A
A05332,SOLVE066,681,691,8.2,0.05,672.4,43380,20.8,3,3272,32.2,A
A06406,SOLVE066,691,701,4.8,0.026,471,42740,14,3,1690,30.4,A
A05191,SOLVE066,701,711,6.8,0.054,867.2,45800,35.2,3,584,29,A
A07232,SOLVE066,711,721,4.6,0.014,600.4,56140,79,3,458,38.6,A
A07491,SOLVE066,721,730.9,3.191919192,0.011919192,847.6767677,,66.56565657,5.828282828,1892.727273,53.47474747,A
A05000,SOLVE067,291,301,17.2,0.06,719.8,54680,23.6,57.4,22158,103.6,A
A04762,SOLVE067,301,311,4.6,0.068,1246,84220,22.8,21.4,6286,60.8,A
A05462,SOLVE067,311,321,5.4,0.046,902.6,43620,57.4,16.4,1212,45.2,A
A05465,SOLVE067,321,331,9.2,0.046,1411,64080,86.8,13,2302,29.6,A
A05009,SOLVE067,331,341,3.8,0.06,983.4,56260,12.2,7,922,30,A
A04497,SOLVE067,341,351,6.6,0.08,2824,56500,47.6,6.8,4400,72.8,A
A05881,SOLVE067,351,361,7,0.036,730.2,55640,7.4,8.6,406,34.6,A
A06263,SOLVE067,361,371,3.6,0.029,365.6,40060,3,12.2,234,30.2,A
A06536,SOLVE067,371,381,6.4,0.024,816.2,54000,10.6,11.8,2050,36.2,A
A04728,SOLVE067,381,391,6,0.07,1091.4,56660,7.4,13.4,728,44.4,A
A04685,SOLVE067,391,401,8,0.072,595,57260,4.8,9.8,448,35.4,A
A04634,SOLVE067,401,411,6.8,0.074,1905.4,37740,50.6,10.4,3570,63,A
A05625,SOLVE067,411,421,5.8,0.042,319.8,29340,6.4,9.2,294,69.4,A
A04798,SOLVE067,421,427.5,5.230769231,0.067692308,603.1538462,42246.15385,13.46153846,13.84615385,503.8461538,48.30769231,A
A03721,SOLVE068,321,331,15.8,0.122,1366.6,47400,33.2,99.4,4714,239.8,A
A03429,SOLVE068,331,341,33.6,0.146,2071,48360,26.6,39.6,5730,85.6,A
A04674,SOLVE068,341,351,13.6,0.072,2484.4,58720,53.2,19.4,3798,72.4,A
A04881,SOLVE068,351,361,19,0.064,1116.4,64540,11.8,45.4,3146,99.8,A
A05511,SOLVE068,361,371,24.6,0.045,1734,59840,24.6,25.2,2918,63.8,A
A06204,SOLVE068,371,381,12.4,0.03,1840.2,56760,4.4,12.6,970,31.6,A
A06995,SOLVE068,381,391,10.8,0.017,470.6,56680,3,11.6,144,28.8,A
A07830,SOLVE068,391,401,8.6,0.008,425,55940,5.6,13,1724,38,A
A07323,SOLVE068,401,411,9.2,0.013,2043.2,53040,3.6,11.4,866,35,A
A05540,SOLVE069,331,341,7,0.044,1273.8,42400,20,9.8,3134,26.2,A
A06109,SOLVE069,341,351,7.8,0.032,1133.8,57060,28.2,8.6,1164,35,A
A06414,SOLVE069,351,361,6.8,0.026,821.8,24660,19.8,10.6,1186,41.2,A
A05949,SOLVE069,361,371,6.8,0.035,1264,28660,24,10.2,1338,29.2,A
A06927,SOLVE069,371,381,5.4,0.018,967.4,52520,21.2,3,668,20.4,A
A04207,SOLVE069,381,391,16.6,0.094,1345.8,47320,49.6,243,5082,616,A
A06613,SOLVE069,391,401,7.8,0.023,1031.6,61480,28.4,9.4,2360,49.8,A
A06615,SOLVE069,401,411,5.8,0.023,967.8,60680,46.8,3.6,1202,28.8,A
A07418,SOLVE069,411,421,9.4,0.012,604,60080,17.2,5.8,4704,165.2,A
A06803,SOLVE069,421,431,15,0.02,582.4,42840,12.4,22.8,7918,63,A
A07171,SOLVE069,431,441,10.2,0.015,786.4,47760,13,4.8,3066,52.4,A
A05272,SOLVE069,441,451,18.2,0.052,1387,62880,154,6,13180,44.6,A
A06673,SOLVE069,451,461,15,0.022,1201,55400,15,3.4,4604,29.4,A
A07011,SOLVE069,461,471,10.4,0.017,1509.2,57180,26.8,4.8,4314,28,A
A04789,SOLVE069,471,481,11,0.068,2382.2,31980,126,7.4,8652,18.6,A
A06435,SOLVE069,481,491,4.8,0.026,1934,51680,106.6,6.6,4928,29.6,A
A06200,SOLVE071,261,271,11,0.03,353,39860,3,13.4,296,62.8,A
A06913,SOLVE071,271,281,10.2,0.018,173.8,42220,3,13.4,180,48.6,A
A06861,SOLVE071,281,291,10.2,0.019,368.6,50140,3,13.6,204,61.6,A
A05620,SOLVE071,291,301,15.2,0.042,1165.2,58200,3,13.4,344,42.4,A
A07318,SOLVE071,301,311,3.8,0.013,196.8,16560,3,7.6,112,37,A
A06539,SOLVE071,311,321,15.2,0.024,150.2,18280,3,8.8,102,38.8,A
A05890,SOLVE071,321,331,14.4,0.036,712.6,26380,3,8.8,468,36,A
A04170,SOLVE071,331,341,10.8,0.096,765.4,,19.2,7.4,1144,37.4,A
A04172,SOLVE071,341,351,16.4,0.096,353.8,53000,3,13.2,110,40.6,A
A05140,SOLVE071,351,361,8.4,0.056,277.4,58720,3,11,80,28.8,A
A04953,SOLVE071,361,371,5,0.062,224,46100,3.4,13,540,32.6,A
A04287,SOLVE071,371,381,11.8,0.09,1295,45580,3,13,1454,47.6,A
A05341,SOLVE071,381,391,5.4,0.05,1101.8,42840,3,10,314,39.6,A
A07583,SOLVE072,391,401,2.6,0.01,361.4,3640,77.4,10.4,628,13.4,A
A04633,SOLVE072,401,411,1,0.074,5054.8,8380,184,10.8,5530,15,A
A07504,SOLVE072,411,421,1,0.011,669.8,,13,8.8,1384,25.6,A
A03655,SOLVE072,421,431,67.6,0.128,1289.8,41300,15.6,9.8,14994,29.6,A
A07833,SOLVE072,431,441,1.4,0.008,471.2,13160,25.2,5.8,5302,21.2,A
A08121,SOLVE072,441,451,2.2,0.006,11.2,2400,8.8,4.8,608,11,A
A06317,SOLVE072,451,461,6.4,0.028,17.6,12240,9,17.4,6386,57.6,A
A05546,SOLVE072,461,471,3.6,0.044,606.8,16400,57.8,7.4,6564,24.4,A
A03841,SOLVE072,471,481,4.6,0.114,1310.8,39900,31.4,162.4,24050,328.6,A
A07724,SOLVE072,481,491,4,0.009,403.4,59340,13,4.8,2596,74.4,A
A07170,SOLVE072,491,501,1.6,0.015,196.4,47180,12.6,4.8,342,56.8,A
A06940,SOLVE072,501,511,1,0.018,868,61040,21.6,7.6,870,49.4,A
A06228,SOLVE072,511,521,4.6,0.03,1736.2,48580,57.2,30.4,3850,111.2,A
A06741,SOLVE072,521,531,1,0.021,435.4,63460,21.2,4.6,840,32.2,A
A07517,SOLVE072,531,541,1,0.011,634.2,,23.4,15.2,1980,64.4,A
A07180,SOLVE072,541,551,1,0.015,948.8,59280,26.2,20.2,7526,94,A
A08470,SOLVE072,551,561,1.4,<0.005,818.6,24580,20.4,10,4350,28.8,A
A07519,SOLVE072,561,571,9,0.011,677.8,,20.8,5.2,11212,34.2,A
A06814,SOLVE072,571,581,3.2,0.02,1574.4,17780,67.2,9.4,4254,19,A
A07989,SOLVE072,581,591,1,0.007,622.4,28380,49.2,8,1808,19.6,A
A07525,SOLVE072,591,601,1,0.011,1908,,24.2,7.6,3436,28.8,A
A05920,SOLVE072,601,611,29.4,0.036,1744.6,53060,32.6,10,4756,34.8,A
A06621,SOLVE072,611,621,1,0.023,1532,54840,55,8.6,1678,22.6,A
A07996,SOLVE072,621,631,1,0.007,516.6,53280,22.6,5,478,24.8,A
A05715,SOLVE073,271,281,8.4,0.04,1072.2,49680,20.8,11.4,2102,26.6,A
A04776,SOLVE073,281,291,52.4,0.068,1539,57440,29.4,12.6,9884,29.2,A
A03241,SOLVE073,291,301,79.6,0.162,3065,91720,12,19.6,18170,44.6,A
A05085,SOLVE073,301,311,35.8,0.058,1207.4,49080,13.4,39.6,6694,86.8,A
A05628,SOLVE073,311,321,20.6,0.042,1155.8,46360,32.6,15,7192,26,A
A04731,SOLVE073,321,331,7.2,0.07,1058.2,48540,26.2,12.2,2828,24.8,A
A05027,SOLVE073,331,341,18.4,0.06,1144,60340,20.6,16.4,3354,30.4,A
A05901,SOLVE073,341,351,7.4,0.036,823,47620,22.6,12.8,1210,36.8,A
A06226,SOLVE073,351,361,6,0.03,384.2,43320,3,10,172,35.2,A
A06366,SOLVE073,361,371,7.6,0.027,393.8,48600,3.4,12.4,132,34.6,A
A05347,SOLVE073,371,381,6.2,0.05,2726,35480,7.4,11.2,1328,34.6,A
A05175,SOLVE074,481,491,5.2,0.054,3204,35120,51,6.4,14604,29.6,A
A06084,SOLVE074,491,501,6.2,0.032,1541.4,63520,98.6,4.6,29640,39.2,A
A06780,SOLVE074,501,511,8.4,0.02,1113.2,71180,23.8,4,22140,39.6,A
A06854,SOLVE074,511,521,4.8,0.019,845,39280,62.4,4.2,2448,39.4,A
A06910,SOLVE074,521,531,4.4,0.018,637,57840,27.2,4,942,31.8,A
A06647,SOLVE074,531,541,5.6,0.022,816.8,31920,22,4.4,7188,26.2,A
A05399,SOLVE074,541,551,10,0.048,1754.8,46280,27.4,3,3672,27.8,A
A06104,SOLVE074,551,561,11.2,0.032,735.8,53640,17.2,3,4990,28,A
A05993,SOLVE074,561,571,21.6,0.034,1092.8,32520,10.6,3,9152,23.4,A
A04827,SOLVE074,571,581,30,0.066,1158,56940,132.8,3,23472,26.2,A
A06112,SOLVE074,581,591,17.2,0.032,710.8,56960,15.4,3,9328,31.4,A
A04951,SOLVE074,591,601,18.4,0.062,1623.8,32740,94.2,4.4,2316,24.2,A
A07592,SOLVE074,601,611,19.8,0.01,212.6,43080,3,3,740,20.2,A
A07087,SOLVE074,611,621,10.8,0.016,550,47860,7.6,5.6,846,32,A
A06319,SOLVE074,621,631,10.6,0.028,2719,50320,34.4,3,4242,32.6,A
A07092,SOLVE074,631,641,7.6,0.016,619.4,48300,12,3,1948,45.4,A
A07572,SOLVE074,641,649.6,13.74418605,0.010697674,116.0465116,28830.23256,6.23255814,3,7208.139535,67.62790698,A
A04958,SOLVE076,281,291,6.8,0.062,2096,59180,17.4,14,2730,31,A
A04903,SOLVE076,291,301,5.6,0.064,2160,63640,22.6,14.2,2544,31.6,A
A06225,SOLVE076,301,311,10.2,0.03,1132,45180,43.2,13.6,1686,38.4,A
A05146,SOLVE076,311,321,3.2,0.056,1452,41500,21.8,10.4,2932,23.2,A
A03619,SOLVE076,321,331,4.2,0.132,1302,58980,15.4,18.4,14872,32,A
A05090,SOLVE076,331,341,23.4,0.058,471.2,33980,9.2,10.2,4462,34,A
A04693,SOLVE076,341,351,4.8,0.072,876.2,61640,15,11.8,3562,38.6,A
A04790,SOLVE076,351,361,7.6,0.068,1274.2,66200,19.6,16,6346,38.6,A
A03809,SOLVE076,361,371,4.8,0.116,1855.6,68320,42.6,13.6,2364,36.4,A
A05276,SOLVE076,371,381,6.6,0.052,781.6,60540,7,10.8,522,43.8,A
A05033,SOLVE076,381,391,4,0.06,1491,71260,9.2,18.4,1368,45.6,A
A04296,SOLVE076,391,400.2,4.043478261,0.089130435,2025.869565,62808.69565,16.26086957,19.08695652,3436.956522,44,A
A08136,SOLVE077,351,361,14.4,0.006,455,44560,3,14.2,22246,35.4,A
A06875,SOLVE077,361,371,9.8,0.019,342,19680,3,13.8,10976,29.2,A
A08448,SOLVE077,371,381,7.8,<0.005,181.4,7200,3,11,1854,22.6,A
A06876,SOLVE077,381,391,13.6,0.019,679,23540,4.4,10.8,8408,51.8,A
A05208,SOLVE077,391,401,57.4,0.054,1378,39100,13.4,7,18780,39,A
A04735,SOLVE077,401,411,8.4,0.07,1264.8,38180,28.4,3,5960,26.4,A
A06022,SOLVE077,411,421,5.6,0.034,465.8,17340,13.2,3.8,2274,20.4,A
A06437,SOLVE077,421,431,8.8,0.026,696.8,20080,11,10,1962,30.4,A
A05911,SOLVE077,431,441,10.2,0.036,1104.8,22580,12.6,3,1832,30,A
A06439,SOLVE077,441,451,6.8,0.026,669.2,18460,43.6,5.8,2092,58.2,A
A06235,SOLVE077,451,461,8.6,0.03,618.4,29480,12,3,1494,51.6,A
A05210,SOLVE077,461,471,7.2,0.054,2736,41520,19,3,2484,34.2,A
A06444,SOLVE077,471,481,7.2,0.026,493.8,53100,7.2,3,534,27.6,A
A06816,SOLVE077,481,491,13.2,0.02,217.8,50060,4.8,3.4,15030,58.6,A
A07385,SOLVE077,491,499.2,,,,,,,,,A
A06658,SOLVE078,381,391,12.4,0.022,822.4,42120,7.4,7.8,2762,28,A
A06312,SOLVE078,391,401,29,0.028,406,42900,5,7.2,7152,39,A
